Year,Datetime,Stage,Stadium,City,Home Team Name,Home Team Goals,Away Team Goals,Away Team Name,Win conditions,Attendance,Half-time Home Goals,Half-time Away Goals,Referee,Assistant 1,Assistant 2,RoundID,MatchID,Home Team Initials,Away Team Initials
1982,"21 Jun 1982 - 17:15 ",Group 2,Carlos Tartiere,"Oviedo ",Algeria,0,2,Austria," ",22000,0,0,BOSKOVIC Tony (AUS),CHRISTOV Vojtech (TCH),AL DOY Ebrahim (BHR),293,739,ALG,AUT
1982,"21 Jun 1982 - 17:15 ",Group 4,Jose Zorrilla,"Valladolid ",France,4,1,Kuwait," ",30043,2,0,STUPAR Miroslav (URS),FREDRIKSSON Erik (SWE),MATOVINOVIC Damir (CRO),293,919,FRA,KUW
1982,"21 Jun 1982 - 21:00 ",Group 5,La Romareda,"Zaragoza ",Honduras,1,1,Northern Ireland," ",15000,0,1,CHAN Thomson Tam Sun (HKG),LABO REVOREDO Enrique (PER),CASARIN Paolo (ITA),293,959,HON,NIR
1982,"22 Jun 1982 - 17:15 ",Group 1,Riazor,"La Coru�A ",Poland,5,1,Peru," ",25000,0,0,RUBIO VAZQUEZ Mario (MEX),SORIANO ALADREN Emilio (ESP),SANCHEZ ARMINIO Victoriano (ESP),293,1055,POL,PER
1982,"22 Jun 1982 - 21:00 ",Group 3,Nuevo Estadio,"Elche ",Belgium,1,1,Hungary," ",37000,0,1,WHITE Clive (ENG),ESCHWEILER Walter (GER),LACARNE Belaid (ALG),293,779,BEL,HUN
1982,"22 Jun 1982 - 21:00 ",Group 6,La Rosaleda,"Malaga ",Soviet Union,2,2,Scotland," ",45000,0,1,RAINEA Nicolae (ROU),JARGUZ Alojzy (POL),PONNET Alexis (BEL),293,1071,URS,SCO
1982,"23 Jun 1982 - 17:15 ",Group 1,Estadio Municipal de Bala�dos,"Vigo ",Italy,1,1,Cameroon," ",20000,0,0,DOTCHEV Bogdan (BUL),SORIANO ALADREN Emilio (ESP),SANCHEZ ARMINIO Victoriano (ESP),293,828,ITA,CMR
1982,"23 Jun 1982 - 21:00 ",Group 3,Jose Rico Perez,"Alicante ",Argentina,2,0,El Salvador," ",32500,1,0,BARRANCOS Luis (BOL),LAMO CASTILLO Augusto (ESP),LACARNE Belaid (ALG),293,751,ARG,SLV
1982,"23 Jun 1982 - 21:00 ",Group 6,Benito Villamarin,"Seville ",Brazil,4,0,New Zealand," ",43000,2,0,MATOVINOVIC Damir (CRO),KLEIN Abraham (ISR),CORVER Charles (NED),293,789,BRA,NZL
1982,"24 Jun 1982 - 17:15 ",Group 2,Carlos Tartiere,"Oviedo ",Algeria,3,2,Chile," ",16000,3,0,MENDEZ MOLINA Romulo (GUA),FREDRIKSSON Erik (SWE),COELHO Arnaldo (BRA),293,740,ALG,CHI
1982,"24 Jun 1982 - 17:15 ",Group 4,Jose Zorrilla,"Valladolid ",France,1,1,Czechoslovakia," ",28000,0,0,CASARIN Paolo (ITA),DWOMOH Benjamin (GHA),PALOTAI Karoly (HUN),293,922,FRA,TCH
1982,"24 Jun 1982 - 21:00 ",Group 5,La Romareda,"Zaragoza ",Honduras,0,1,Yugoslavia," ",25000,0,0,CASTRO Gaston (CHI),SILES Jesus Paulino (CRC),ITHURRALDE Arturo Andres (ARG),293,962,HON,YUG
1982,"25 Jun 1982 - 17:15 ",Group 2,El Molinon,"Gijon ",Germany FR,1,0,Austria," ",41000,1,0,VALENTINE Robert (SCO),AL DOY Ebrahim (BHR),COELHO Arnaldo (BRA),293,770,FRG,AUT
1982,"25 Jun 1982 - 17:15 ",Group 4,San Mames,"Bilbao ",England,1,0,Kuwait," ",39700,1,0,ARISTIZABAL MURCIA Gilberto (COL),LUND-SORENSEN Henning (DEN),GARCIA CARRION Jose L. (ESP),293,882,ENG,KUW
1982,"25 Jun 1982 - 21:00 ",Group 5,Luis Casanova,"Valencia ",Northern Ireland,1,0,Spain," ",49562,0,0,ORTIZ Hector (PAR),LABO REVOREDO Enrique (PER),PONNET Alexis (BEL),293,902,NIR,ESP
1982,"28 Jun 1982 - 17:15 ",Group 4,Vicente Calderon,"Madrid ",Austria,0,1,France," ",37000,0,1,PALOTAI Karoly (HUN),CHRISTOV Vojtech (TCH),MATOVINOVIC Damir (CRO),294,767,AUT,FRA
1982,"28 Jun 1982 - 21:00 ",Group 1,Camp Nou,"Barcelona ",Poland,3,0,Belgium," ",65000,2,0,SILES Jesus Paulino (CRC),LABO REVOREDO Enrique (PER),CASTRO Gaston (CHI),294,782,POL,BEL
1982,"29 Jun 1982 - 17:15 ",Group 3,Sarria,"Barcelona ",Italy,2,1,Argentina," ",43000,0,0,RAINEA Nicolae (ROU),GALLER Bruno (SUI),LACARNE Belaid (ALG),294,753,ITA,ARG
1982,"29 Jun 1982 - 21:00 ",Group 2,Santiago Bernabeu,"Madrid ",Germany FR,0,0,England," ",75000,0,0,COELHO Arnaldo (BRA),ORTIZ Hector (PAR),MENDEZ MOLINA Romulo (GUA),294,879,FRG,ENG
1982,"01 Jul 1982 - 17:15 ",Group 4,Vicente Calderon,"Madrid ",Austria,2,2,Northern Ireland," ",20000,0,1,PROKOP Adolf (GDR),FREDRIKSSON Erik (SWE),ESCHWEILER Walter (GER),294,771,AUT,NIR
1982,"01 Jul 1982 - 21:00 ",Group 1,Camp Nou,"Barcelona ",Belgium,0,1,Soviet Union," ",45000,0,0,VAUTROT Michel (FRA),CORVER Charles (NED),GARRIDO Antonio (POR),294,783,BEL,URS
1982,"02 Jul 1982 - 17:15 ",Group 3,Sarria,"Barcelona ",Argentina,1,3,Brazil," ",44000,0,1,RUBIO VAZQUEZ Mario (MEX),ARISTIZABAL MURCIA Gilberto (COL),CASTRO Gaston (CHI),294,750,ARG,BRA
1982,"02 Jul 1982 - 21:00 ",Group 2,Santiago Bernabeu,"Madrid ",Germany FR,2,1,Spain," ",90089,0,0,CASARIN Paolo (ITA),WOEHRER Franz (AUT),PALOTAI Karoly (HUN),294,900,FRG,ESP
1982,"04 Jul 1982 - 17:15 ",Group 4,Vicente Calderon,"Madrid ",France,4,1,Northern Ireland," ",37000,1,0,JARGUZ Alojzy (POL),RAINEA Nicolae (ROU),EL GHOUL Yusef Mohamed (LBY),294,920,FRA,NIR
1982,"04 Jul 1982 - 21:00 ",Group 1,Camp Nou,"Barcelona ",Poland,0,0,Soviet Union," ",65000,0,0,VALENTINE Robert (SCO),LUND-SORENSEN Henning (DEN),WHITE Clive (ENG),294,1058,POL,URS
1982,"05 Jul 1982 - 17:15 ",Group 3,Sarria,"Barcelona ",Italy,3,2,Brazil," ",44000,2,1,KLEIN Abraham (ISR),CHAN Thomson Tam Sun (HKG),DOTCHEV Bogdan (BUL),294,788,ITA,BRA
1982,"05 Jul 1982 - 21:00 ",Group 2,Santiago Bernabeu,"Madrid ",Spain,0,0,England," ",75000,0,0,PONNET Alexis (BEL),VAUTROT Michel (FRA),LACARNE Belaid (ALG),294,877,ESP,ENG
1982,"08 Jul 1982 - 17:15 ",Semi-finals,Camp Nou,"Barcelona ",Poland,0,2,Italy," ",50000,0,1,CARDELLINO DE SAN VICENTE Juan (URU),SOCHA David (USA),ARISTIZABAL MURCIA Gilberto (COL),295,996,POL,ITA
1982,"08 Jul 1982 - 21:00 ",Semi-finals,Ramon Sanchez Pizjuan,"Seville ",Germany FR,3,3,France," win on penalties (5 - 4) ",70000,0,0,CORVER Charles (NED),GALLER Bruno (SUI),VALENTINE Robert (SCO),295,914,FRG,FRA
1982,"10 Jul 1982 - 20:00 ",Match for third place,Jose Rico Perez,"Alicante ",Poland,3,2,France," ",28000,2,1,GARRIDO Antonio (POR),RUBIO VAZQUEZ Mario (MEX),LACARNE Belaid (ALG),676,921,POL,FRA
1982,"11 Jul 1982 - 20:00 ",Final,Santiago Bernabeu,"Madrid ",Italy,3,1,Germany FR," ",90000,0,0,COELHO Arnaldo (BRA),KLEIN Abraham (ISR),CHRISTOV Vojtech (TCH),3475,923,ITA,FRG
1986,"31 May 1986 - 12:00 ",Group A,Estadio Azteca,"Mexico City ",Bulgaria,1,1,Italy," ",96000,0,1,FREDRIKSSON Erik (SWE),CODESAL MENDEZ Edgardo (MEX),ROTH Volker (GER),308,459,BUL,ITA
1986,"01 Jun 1986 - 16:00 ",Group C,Nou Camp - Estadio Le�n,"Leon ",Canada,0,1,France," ",65500,0,0,SILVA ARCE Hernan (CHI),MENDEZ MOLINA Romulo (GUA),ULLOA MORERA Berny (CRC),308,468,CAN,FRA
1986,"01 Jun 1986 - 12:00 ",Group D,Jalisco,"Guadalajara ",Spain,0,1,Brazil," ",35748,0,0,BAMBRIDGE Christopher (AUS),SOCHA David (USA),KEIZER Jan (NED),308,439,ESP,BRA
1986,"02 Jun 1986 - 12:00 ",Group C,Estadio Irapuato,"Irapuato ",Soviet Union,6,0,Hungary," ",16500,3,0,AGNOLIN Luigi (ITA),COURTNEY George (ENG),BRUMMEIER Horst (AUT),308,610,URS,HUN
1986,"02 Jun 1986 - 12:00 ",Group A,Estadio Ol�mpico Universitario,"Mexico City ",Argentina,3,1,Korea Republic," ",60000,2,0,SANCHEZ ARMINIO Victoriano (ESP),GONZALEZ ROA Gabriel (PAR),DIAZ PALACIO Jesus (COL),308,395,ARG,KOR
1986,"02 Jun 1986 - 16:00 ",Group F,Estadio Universitario,"Monterrey ",Morocco,0,0,Poland," ",19900,0,0,MARTINEZ BAZAN Jose Luis (URU),QUINIOU Joel (FRA),TRAORE Idrissa (MLI),308,674,MAR,POL
1986,"03 Jun 1986 - 12:00 ",Group D,Tres de Marzo,"Guadalajara ",Algeria,1,1,Northern Ireland," ",22000,0,1,BUTENKO Valeri (RUS),DAINA Andre (SUI),PETROVIC Zoran (SRB),308,379,ALG,NIR
1986,"03 Jun 1986 - 12:00 ",Group B,Estadio Azteca,"Mexico City ",Belgium,1,2,Mexico," ",110000,1,2,ESPOSITO Carlos (ARG),SILVA VALENTE Carlos Alberto (POR),MENDEZ MOLINA Romulo (GUA),308,428,BEL,MEX
1986,"03 Jun 1986 - 16:00 ",Group F,Tecnologico,"Monterrey ",Portugal,1,0,England," ",23000,0,0,ROTH Volker (GER),DOTCHEV Bogdan (BUL),AL SHARIF Jamal (SYR),308,538,POR,ENG
1986,"04 Jun 1986 - 12:00 ",Group B,Bombonera - Estadio Nemesio Diez,"Toluca ",Paraguay,1,0,Iraq," ",24000,1,0,PICON-ACKONG Edwin (MRI),ULLOA MORERA Berny (CRC),SOCHA David (USA),308,628,PAR,IRQ
1986,"04 Jun 1986 - 16:00 ",Group E,Neza,"Nezahualcoyotl ",Scotland,0,1,Denmark," ",18000,0,0,NEMETH Lajos (HUN),KIRSCHEN Siegfried (GER),AL SHANAR Fallaj Khuzam (KSA),308,517,SCO,DEN
1986,"04 Jun 1986 - 12:00 ",Group E,Estadio Corregidora,"Queretaro ",Uruguay,1,1,Germany FR," ",30500,1,0,CHRISTOV Vojtech (TCH),SILVA ARCE Hernan (CHI),SILVA VALENTE Carlos Alberto (POR),308,585,URU,FRG
1986,"05 Jun 1986 - 12:00 ",Group A,Cuauhtemoc,"Puebla ",Italy,1,1,Argentina," ",32000,1,1,KEIZER Jan (NED),MARQUEZ RAMIREZ Antonio (MEX),SNODDY Alan (NIR),308,394,ITA,ARG
1986,"05 Jun 1986 - 12:00 ",Group C,Nou Camp - Estadio Le�n,"Leon ",France,1,1,Soviet Union," ",36540,0,0,ARPPI FILHO Romualdo (BRA),SANCHEZ ARMINIO Victoriano (ESP),TAKADA Shizuo (JPN),308,571,FRA,URS
1986,"05 Jun 1986 - 16:00 ",Group A,Estadio Ol�mpico Universitario,"Mexico City ",Korea Republic,1,1,Bulgaria," ",45000,0,1,AL SHANAR Fallaj Khuzam (KSA),IGNA Ioan (ROU),BUTENKO Valeri (RUS),308,460,KOR,BUL
1986,"06 Jun 1986 - 12:00 ",Group C,Estadio Irapuato,"Irapuato ",Hungary,2,0,Canada," ",13800,1,0,AL SHARIF Jamal (SYR),PETROVIC Zoran (SRB),BAMBRIDGE Christopher (AUS),308,475,HUN,CAN
1986,"06 Jun 1986 - 12:00 ",Group D,Jalisco,"Guadalajara ",Brazil,1,0,Algeria," ",48000,0,0,MENDEZ MOLINA Romulo (GUA),MARTINEZ BAZAN Jose Luis (URU),QUINIOU Joel (FRA),308,377,BRA,ALG
1986,"06 Jun 1986 - 16:00 ",Group F,Tecnologico,"Monterrey ",England,0,0,Morocco," ",20200,0,0,GONZALEZ ROA Gabriel (PAR),ESPOSITO Carlos (ARG),KIRSCHEN Siegfried (GER),308,533,ENG,MAR
1986,"07 Jun 1986 - 12:00 ",Group D,Tres de Marzo,"Guadalajara ",Northern Ireland,1,2,Spain," ",28000,0,2,BRUMMEIER Horst (AUT),AGNOLIN Luigi (ITA),NEMETH Lajos (HUN),308,551,NIR,ESP
1986,"07 Jun 1986 - 12:00 ",Group B,Estadio Azteca,"Mexico City ",Mexico,1,1,Paraguay," ",114600,1,0,COURTNEY George (ENG),FREDRIKSSON Erik (SWE),IGNA Ioan (ROU),308,680,MEX,PAR
1986,"07 Jun 1986 - 16:00 ",Group F,Estadio Universitario,"Monterrey ",Poland,1,0,Portugal," ",19915,0,0,BENNACEUR Ali (TUN),PICON-ACKONG Edwin (MRI),TAKADA Shizuo (JPN),308,701,POL,POR
1986,"08 Jun 1986 - 12:00 ",Group B,Bombonera - Estadio Nemesio Diez,"Toluca ",Iraq,1,2,Belgium," ",20000,0,2,DIAZ PALACIO Jesus (COL),CHRISTOV Vojtech (TCH),SANCHEZ ARMINIO Victoriano (ESP),308,427,IRQ,BEL
1986,"08 Jun 1986 - 16:00 ",Group E,Neza,"Nezahualcoyotl ",Denmark,6,1,Uruguay," ",26500,2,1,MARQUEZ RAMIREZ Antonio (MEX),KEIZER Jan (NED),ARPPI FILHO Romualdo (BRA),308,522,DEN,URU
1986,"08 Jun 1986 - 12:00 ",Group E,Estadio Corregidora,"Queretaro ",Germany FR,2,1,Scotland," ",30000,1,1,IGNA Ioan (ROU),DOTCHEV Bogdan (BUL),SNODDY Alan (NIR),308,580,FRG,SCO
1986,"09 Jun 1986 - 12:00 ",Group C,Nou Camp - Estadio Le�n,"Leon ",Hungary,0,3,France," ",31420,0,1,SILVA VALENTE Carlos Alberto (POR),PONNET Alexis (BEL),DAINA Andre (SUI),308,567,HUN,FRA
1986,"09 Jun 1986 - 12:00 ",Group C,Estadio Irapuato,"Irapuato ",Soviet Union,2,0,Canada," ",14200,0,0,TRAORE Idrissa (MLI),AL SHANAR Fallaj Khuzam (KSA),GONZALEZ ROA Gabriel (PAR),308,476,URS,CAN
1986,"10 Jun 1986 - 12:00 ",Group A,Cuauhtemoc,"Puebla ",Korea Republic,2,3,Italy," ",20000,0,1,SOCHA David (USA),URREA Joaquin (MEX),AL SHARIF Jamal (SYR),308,643,KOR,ITA
1986,"10 Jun 1986 - 12:00 ",Group A,Estadio Ol�mpico Universitario,"Mexico City ",Argentina,2,0,Bulgaria," ",65000,1,0,ULLOA MORERA Berny (CRC),ARPPI FILHO Romualdo (BRA),MARTINEZ BAZAN Jose Luis (URU),308,389,ARG,BUL
1986,"11 Jun 1986 - 12:00 ",Group B,Bombonera - Estadio Nemesio Diez,"Toluca ",Paraguay,2,2,Belgium," ",16000,0,1,DOTCHEV Bogdan (BUL),BENNACEUR Ali (TUN),SILVA ARCE Hernan (CHI),308,429,PAR,BEL
1986,"11 Jun 1986 - 12:00 ",Group B,Estadio Azteca,"Mexico City ",Iraq,0,1,Mexico," ",103763,0,0,PETROVIC Zoran (SRB),NEMETH Lajos (HUN),AGNOLIN Luigi (ITA),308,627,IRQ,MEX
1986,"11 Jun 1986 - 16:00 ",Group F,Tres de Marzo,"Guadalajara ",Portugal,1,3,Morocco," ",28000,0,2,SNODDY Alan (NIR),BUTENKO Valeri (RUS),ROTH Volker (GER),308,675,POR,MAR
1986,"11 Jun 1986 - 16:00 ",Group F,Tecnologico,"Monterrey ",England,3,0,Poland," ",22700,3,0,DAINA Andre (SUI),BRUMMEIER Horst (AUT),CHRISTOV Vojtech (TCH),308,537,ENG,POL
1986,"12 Jun 1986 - 12:00 ",Group D,Jalisco,"Guadalajara ",Northern Ireland,0,3,Brazil," ",51000,0,2,KIRSCHEN Siegfried (GER),TRAORE Idrissa (MLI),COURTNEY George (ENG),308,441,NIR,BRA
1986,"12 Jun 1986 - 12:00 ",Group D,Tecnologico,"Monterrey ",Algeria,0,3,Spain," ",23980,0,1,TAKADA Shizuo (JPN),PICON-ACKONG Edwin (MRI),ESPOSITO Carlos (ARG),308,378,ALG,ESP
1986,"13 Jun 1986 - 12:00 ",Group E,Neza,"Nezahualcoyotl ",Scotland,0,0,Uruguay," ",20000,0,0,QUINIOU Joel (FRA),DIAZ PALACIO Jesus (COL),BENNACEUR Ali (TUN),308,712,SCO,URU
1986,"13 Jun 1986 - 12:00 ",Group E,Estadio Corregidora,"Queretaro ",Denmark,2,0,Germany FR," ",36000,1,0,PONNET Alexis (BEL),BAMBRIDGE Christopher (AUS),FREDRIKSSON Erik (SWE),308,512,DEN,FRG
1986,"15 Jun 1986 - 16:00 ",Round of 16,Nou Camp - Estadio Le�n,"Leon ",Soviet Union,3,4,Belgium,"Belgium win after extra time ",32277,0,0,FREDRIKSSON Erik (SWE),SANCHEZ ARMINIO Victoriano (ESP),SOCHA David (USA),309,432,URS,BEL
1986,"15 Jun 1986 - 12:00 ",Round of 16,Estadio Azteca,"Mexico City ",Mexico,2,0,Bulgaria," ",114580,1,0,ARPPI FILHO Romualdo (BRA),MENDEZ MOLINA Romulo (GUA),IGNA Ioan (ROU),309,463,MEX,BUL
1986,"16 Jun 1986 - 16:00 ",Round of 16,Cuauhtemoc,"Puebla ",Argentina,1,0,Uruguay," ",26000,1,0,AGNOLIN Luigi (ITA),COURTNEY George (ENG),SILVA VALENTE Carlos Alberto (POR),309,398,ARG,URU
1986,"16 Jun 1986 - 12:00 ",Round of 16,Jalisco,"Guadalajara ",Brazil,4,0,Poland," ",45000,1,0,ROTH Volker (GER),MARQUEZ RAMIREZ Antonio (MEX),SNODDY Alan (NIR),309,444,BRA,POL
1986,"17 Jun 1986 - 12:00 ",Round of 16,Estadio Ol�mpico Universitario,"Mexico City ",Italy,0,2,France," ",70000,0,1,ESPOSITO Carlos (ARG),MARTINEZ BAZAN Jose Luis (URU),DIAZ PALACIO Jesus (COL),309,568,ITA,FRA
1986,"17 Jun 1986 - 16:00 ",Round of 16,Estadio Universitario,"Monterrey ",Morocco,0,1,Germany FR," ",19800,0,0,PETROVIC Zoran (SRB),NEMETH Lajos (HUN),BRUMMEIER Horst (AUT),309,574,MAR,FRG
1986,"18 Jun 1986 - 12:00 ",Round of 16,Estadio Azteca,"Mexico City ",England,3,0,Paraguay," ",98728,1,0,AL SHARIF Jamal (SYR),PONNET Alexis (BEL),AL SHANAR Fallaj Khuzam (KSA),309,536,ENG,PAR
1986,"18 Jun 1986 - 16:00 ",Round of 16,Estadio Corregidora,"Queretaro ",Denmark,1,5,Spain," ",38500,1,1,KEIZER Jan (NED),BENNACEUR Ali (TUN),DOTCHEV Bogdan (BUL),309,511,DEN,ESP
1986,"21 Jun 1986 - 12:00 ",Quarter-finals,Jalisco,"Guadalajara ",Brazil,1,1,France,"France win on penalties (3 - 4) ",65000,0,0,IGNA Ioan (ROU),NEMETH Lajos (HUN),CHRISTOV Vojtech (TCH),714,440,BRA,FRA
1986,"21 Jun 1986 - 16:00 ",Quarter-finals,Estadio Universitario,"Monterrey ",Germany FR,0,0,Mexico,"Germany FR win on penalties (4 - 1) ",41700,0,0,DIAZ PALACIO Jesus (COL),BAMBRIDGE Christopher (AUS),SNODDY Alan (NIR),714,575,FRG,MEX
1986,"22 Jun 1986 - 16:00 ",Quarter-finals,Cuauhtemoc,"Puebla ",Spain,1,1,Belgium,"Belgium win on penalties (4 - 5) ",45000,0,0,KIRSCHEN Siegfried (GER),CODESAL MENDEZ Edgardo (MEX),BRUMMEIER Horst (AUT),714,421,ESP,BEL
1986,"22 Jun 1986 - 12:00 ",Quarter-finals,Estadio Azteca,"Mexico City ",Argentina,2,1,England," ",114580,0,0,BENNACEUR Ali (TUN),ULLOA MORERA Berny (CRC),DOTCHEV Bogdan (BUL),714,392,ARG,ENG
1986,"25 Jun 1986 - 12:00 ",Semi-finals,Jalisco,"Guadalajara ",France,0,2,Germany FR," ",45000,0,1,AGNOLIN Luigi (ITA),PETROVIC Zoran (SRB),NEMETH Lajos (HUN),3469,564,FRA,FRG
1986,"25 Jun 1986 - 16:00 ",Semi-finals,Estadio Azteca,"Mexico City ",Argentina,2,0,Belgium," ",114500,0,0,MARQUEZ RAMIREZ Antonio (MEX),MENDEZ MOLINA Romulo (GUA),SILVA VALENTE Carlos Alberto (POR),3469,388,ARG,BEL
1986,"28 Jun 1986 - 12:00 ",Match for third place,Cuauhtemoc,"Puebla ",France,4,2,Belgium,"France win after extra time ",21000,0,0,COURTNEY George (ENG),SILVA ARCE Hernan (CHI),AL SHARIF Jamal (SYR),3468,422,FRA,BEL
1986,"29 Jun 1986 - 12:00 ",Final,Estadio Azteca,"Mexico City ",Argentina,3,2,Germany FR," ",114600,1,0,ARPPI FILHO Romualdo (BRA),FREDRIKSSON Erik (SWE),ULLOA MORERA Berny (CRC),3467,393,ARG,FRG
1990,"08 Jun 1990 - 18:00 ",Group B,Giuseppe Meazza,"Milan ",Argentina,0,1,Cameroon," ",73780,0,0,VAUTROT Michel (FRA),MAURO Vincent (USA),LISTKIEWICZ Michal (POL),322,26,ARG,CMR
1990,"09 Jun 1990 - 17:00 ",Group B,Stadio San Nicola,"Bari ",Soviet Union,0,2,Romania," ",42907,0,1,CARDELLINO DE SAN VICENTE Juan (URU),SORIANO ALADREN Emilio (ESP),SILVA ARCE Hernan (CHI),322,342,URS,ROU
1990,"09 Jun 1990 - 17:00 ",Group D,Renato Dall Ara,"Bologna ","rn"">United Arab Emirates",0,2,Colombia," ",30791,0,0,COURTNEY George (ENG),TAKADA Shizuo (JPN),SNODDY Alan (NIR),322,119,UAE,COL
1990,"09 Jun 1990 - 21:00 ",Group A,Stadio Olimpico,"Rome ",Italy,1,0,Austria," ",73303,0,0,RAMIZ WRIGHT Jose (BRA),PEREZ HOYOS Armando (COL),SILVA VALENTE Carlos Alberto (POR),322,42,ITA,AUT
1990,"10 Jun 1990 - 17:00 ",Group A,Comunale,"Florence ",USA,1,5,Czechoslovakia," ",33266,0,2,ROETHLISBERGER Kurt (SUI),VAN LANGENHOVE Marcel (BEL),SCHMIDHUBER Aron (GER),322,355,USA,TCH
1990,"10 Jun 1990 - 21:00 ",Group C,Stadio delle Alpi,"Turin ",Brazil,2,1,Sweden," ",62628,1,0,LANESE Tullio (ITA),VAUTROT Michel (FRA),JOUINI Neji (TUN),322,75,BRA,SWE
1990,"10 Jun 1990 - 21:00 ",Group D,Giuseppe Meazza,"Milan ",Germany FR,4,1,Yugoslavia," ",74765,2,0,MIKKELSEN Peter (DEN),MANDI Jassim (BHR),LISTKIEWICZ Michal (POL),322,201,FRG,YUG
1990,"11 Jun 1990 - 17:00 ",Group C,Luigi Ferraris,"Genoa ",Costa Rica,1,0,Scotland," ",30867,0,0,LOUSTAU Juan (ARG),MACIEL Carlos (PAR),JACOME GUERRERO Elias V. (ECU),322,127,CRC,SCO
1990,"11 Jun 1990 - 21:00 ",Group F,Sant Elia,"Cagliari ",England,1,1,"rn"">Republic of Ireland"," ",35238,1,0,SCHMIDHUBER Aron (GER),FREDRIKSSON Erik (SWE),ROETHLISBERGER Kurt (SUI),322,161,ENG,IRL
1990,"12 Jun 1990 - 17:00 ",Group E,Marc Antonio Bentegodi,"Verona ",Belgium,2,0,Korea Republic," ",32790,0,0,MAURO Vincent (USA),SNODDY Alan (NIR),COURTNEY George (ENG),322,57,BEL,KOR
1990,"12 Jun 1990 - 21:00 ",Group F,Della Favorita,"Palermo ",Netherlands,1,1,Egypt," ",33288,0,0,SORIANO ALADREN Emilio (ESP),CODESAL MENDEZ Edgardo (MEX),CARDELLINO DE SAN VICENTE Juan (URU),322,151,NED,EGY
1990,"13 Jun 1990 - 17:00 ",Group E,Dacia Arena,"Udine ",Uruguay,0,0,Spain," ",35713,0,0,KOHL Helmut (AUT),SPIRIN Alexey (RUS),KIRSCHEN Siegfried (GER),322,180,URU,ESP
1990,"13 Jun 1990 - 21:00 ",Group B,San Paolo,"Naples ",Argentina,2,0,Soviet Union," ",55759,1,0,FREDRIKSSON Erik (SWE),RAMIZ WRIGHT Jose (BRA),AL SHARIF Jamal (SYR),322,30,ARG,URS
1990,"14 Jun 1990 - 17:00 ",Group B,Stadio San Nicola,"Bari ",Cameroon,2,1,Romania," ",38687,0,0,SILVA ARCE Hernan (CHI),SILVA VALENTE Carlos Alberto (POR),PEREZ HOYOS Armando (COL),322,108,CMR,ROU
1990,"14 Jun 1990 - 17:00 ",Group D,Renato Dall Ara,"Bologna ",Yugoslavia,1,0,Colombia," ",32257,0,0,AGNOLIN Luigi (ITA),JOUINI Neji (TUN),DIRAMBA Jean Fidele (GAB),322,120,YUG,COL
1990,"14 Jun 1990 - 21:00 ",Group A,Stadio Olimpico,"Rome ",Italy,1,0,USA," ",73423,1,0,CODESAL MENDEZ Edgardo (MEX),CARDELLINO DE SAN VICENTE Juan (URU),ULLOA MORERA Berny (CRC),322,265,ITA,USA
1990,"15 Jun 1990 - 17:00 ",Group A,Comunale,"Florence ",Austria,0,1,Czechoslovakia," ",38962,0,1,SMITH George (SCO),LORENC Richard (AUS),AL SHARIF Jamal (SYR),322,43,AUT,TCH
1990,"15 Jun 1990 - 21:00 ",Group D,Giuseppe Meazza,"Milan ",Germany FR,5,1,"rn"">United Arab Emirates"," ",71169,2,0,SPIRIN Alexey (RUS),TAKADA Shizuo (JPN),PAIRETTO Pierluigi (ITA),322,198,FRG,UAE
1990,"16 Jun 1990 - 17:00 ",Group C,Stadio delle Alpi,"Turin ",Brazil,1,0,Costa Rica," ",58007,1,0,JOUINI Neji (TUN),DIRAMBA Jean Fidele (GAB),MANDI Jassim (BHR),322,73,BRA,CRC
1990,"16 Jun 1990 - 21:00 ",Group C,Luigi Ferraris,"Genoa ",Sweden,1,2,Scotland," ",31823,0,1,MACIEL Carlos (PAR),MAURO Vincent (USA),LISTKIEWICZ Michal (POL),322,348,SWE,SCO
1990,"16 Jun 1990 - 21:00 ",Group F,Sant Elia,"Cagliari ",England,0,0,Netherlands," ",35267,0,0,PETROVIC Zoran (SRB),HANSAL Mohamed (ALG),CODESAL MENDEZ Edgardo (MEX),322,160,ENG,NED
1990,"17 Jun 1990 - 17:00 ",Group F,Della Favorita,"Palermo ","rn"">Republic of Ireland",0,0,Egypt," ",33288,0,0,VAN LANGENHOVE Marcel (BEL),QUINIOU Joel (FRA),LO BELLO Rosario (ITA),322,152,IRL,EGY
1990,"17 Jun 1990 - 21:00 ",Group E,Dacia Arena,"Udine ",Korea Republic,1,3,Spain," ",32733,1,1,JACOME GUERRERO Elias V. (ECU),MAGNI Pierluigi (ITA),LOUSTAU Juan (ARG),322,175,KOR,ESP
1990,"17 Jun 1990 - 21:00 ",Group E,Marc Antonio Bentegodi,"Verona ",Belgium,3,1,Uruguay," ",33759,2,0,KIRSCHEN Siegfried (GER),MIKKELSEN Peter (DEN),SPIRIN Alexey (RUS),322,66,BEL,URU
1990,"18 Jun 1990 - 21:00 ",Group B,San Paolo,"Naples ",Argentina,1,1,Romania," ",52733,0,0,SILVA VALENTE Carlos Alberto (POR),ULLOA MORERA Berny (CRC),LONGHI Carlo (ITA),322,29,ARG,ROU
